"","Reservoir","Site","DateTime","Depth_m","Rep","TP_ugL","TN_ugL","Flag_TP","Flag_TN","NH4_ugL","SRP_ugL","NO3NO2_ugL","Flag_NH4","Flag_SRP","Flag_NO3NO2","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DC","Flag_DIC","Flag_DOC","Flag_DN","Flag_DateTime"
"364","FCR",50,"2020-09-30 10:45:00",1.6,1,33.2,847,3,0,18,9,5,3,0,0,3.6,3.8,7.4,0.24,0,0,0,0,0
"365","FCR",50,"2020-09-30 10:55:00",3.8,1,43.1,763,3,0,67,5,4,3,0,0,0.2,6.8,7,0.22,0,0,3,0,0
"366","FCR",50,"2020-09-30 11:05:00",5,1,39.2,826,3,0,336,1,6,3,3,0,2.4,5,7.4,0.42,0,0,0,0,0
"367","FCR",50,"2020-09-30 11:20:00",6.2,1,34.3,763,3,0,773,3,6,3,3,0,0.5,6.3,6.8,0.76,0,0,3,0,0
"368","FCR",50,"2020-09-30 11:30:00",8,1,28.4,957.5,73,7,700,6,6,3,0,0,0,8,7.1,0.73,0,0,43,0,0
"369","FCR",50,"2020-09-30 11:40:00",9,1,25.3,1020,3,3,847,5,22,73,7,73,0.8,7.3,7.7,0.905,7,7,74,7,0
"370","FCR",100,"2020-09-30 13:15:00",0.1,1,34.3,185,3,3,5,13,32,3,3,3,1.9,3.1,5,0.09,0,0,0,0,0
"371","FCR",100.1,"2020-09-30 12:00:00",0.1,1,144,962,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"372","FCR",100.1,"2020-10-05 12:00:00",0.1,1,140,922,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"373","FCR",200,"2020-10-05 12:00:00",0.1,1,24.8,109,3,3,9,17,19,73,73,73,0.8,4.1,4.9,0.09,0,0,0,0,1
"374","FCR",50,"2020-10-06 11:40:00",0.1,1,28.4,813,3,0,12,12,5,3,3,0,4.5,3.5,8.1,0.28,0,0,0,0,0
"375","FCR",50,"2020-10-06 11:48:00",1.6,1,31.9,917,3,0,9,8,4,3,0,3,3.8,3.8,7.6,0.23,0,0,0,0,0
"376","FCR",50,"2020-10-06 11:56:00",3.8,1,27.3,616,3,0,40,6,5,3,0,0,0.9,6.1,7,0.22,0,0,0,0,0
"377","FCR",50,"2020-10-06 12:05:00",5,1,38.8,914,3,0,788,3,3,3,3,3,1.6,6,7.6,0.25,0,0,0,0,0
"378","FCR",50,"2020-10-06 12:14:00",6.2,1,29.5,1100,3,3,968,3,5,0,3,0,3.4,4.8,8.2,0.94,0,0,0,0,0
"379","FCR",50,"2020-10-06 12:24:00",8,1,31,1010,3,3,943,5,6,0,0,0,1.5,6.1,7.6,0.91,0,0,0,0,0
"380","FCR",50,"2020-10-06 12:34:00",9,1,37,1424,3,3,1000,3,8,3,3,0,3.5,4.7,8.2,0.99,0,0,0,0,0
"381","FCR",50,"2020-10-13 11:37:00",0.1,1,33.3,1080,3,3,9,11,6,3,3,0,6.1,2.7,8.8,0.32,0,0,0,0,0
"382","FCR",50,"2020-10-13 11:44:00",1.6,1,39.6,1110,3,3,7,14,2,3,3,3,4.7,2.9,7.6,0.29,0,0,0,0,0
"383","FCR",50,"2020-10-13 11:53:00",3.8,1,27,692,3,0,14,9,4,3,0,3,5.2,2.9,8.1,0.25,0,0,0,0,0
"384","FCR",50,"2020-10-13 12:29:00",5,1,30.1,844,3,0,354,3,9,3,3,0,4.5,3.7,8.2,0.49,0,0,0,0,0
"385","FCR",50,"2020-10-13 12:36:00",6.2,1,41.3,986,3,0,867,7,6,3,0,0,4.1,4.6,8.7,0.91,0,0,0,0,0
"386","FCR",50,"2020-10-13 12:48:00",8,1,42.5,1200,3,3,1060,6,3,3,0,3,0,7.6,6.7,0.98,0,0,43,0,0
"387","FCR",50,"2020-10-13 12:57:00",9,1,34.8,1250,3,3,1100,4,5,3,0,0,0.6,6.8,7.4,1.14,0,0,3,0,0
"388","FCR",50,"2020-10-19 12:48:00",0.1,1,37.1,806,3,0,71,11,5,3,3,0,4.5,2.9,7.4,0.32,0,0,0,0,0
"389","FCR",50,"2020-10-19 13:00:00",1.6,1,34.5,734,3,0,62,8,4,3,0,3,3.7,3,6.7,0.28,0,0,0,0,0
"390","FCR",50,"2020-10-19 13:09:00",3.8,1,29.7,722,3,0,74,6,5,3,0,0,3.9,3.9,7.8,0.3,0,0,0,0,0
"391","FCR",50,"2020-10-19 13:18:00",5,1,31.3,687,3,0,536,6,5,3,0,0,0.3,6.6,6.9,0.52,0,0,3,0,0
"392","FCR",50,"2020-10-19 13:33:00",6.2,1,32.3,1180,3,3,861,6,5,3,0,0,3.6,4.8,8.4,0.89,0,0,0,0,0
"393","FCR",50,"2020-10-19 14:22:00",8,1,33.4,1280,3,3,1050,2,10,3,3,3,2.4,6.3,8.7,1.13,0,0,0,0,0
"394","FCR",50,"2020-10-19 14:38:00",9,1,31.1,1370,3,3,1140,6,9,3,0,0,1.2,6.4,7.6,1.05,0,0,0,0,0
"395","FCR",100,"2020-10-19 16:30:00",0.1,1,24.1,46.2,3,0,8,18,1,3,3,3,0.4,3,3.5,0.05,0,0,3,3,0
"396","FCR",50,"2020-10-28 11:05:00",0.1,1,38.1,605,3,0,18,10,5,3,0,0,3,4.2,7.2,0.28,0,0,0,0,0
"397","FCR",50,"2020-10-28 11:14:00",1.6,1,44.1,621,3,0,6,12,4,3,3,3,3.7,3.8,7.5,0.25,0,0,0,0,0
"398","FCR",50,"2020-10-28 11:23:00",3.8,1,26.4,489,3,0,4,8,3,3,0,3,3.7,4.1,7.7,0.25,0,0,0,0,0
"399","FCR",50,"2020-10-28 11:33:00",5,1,29.1,704,3,0,348,4,4,3,3,0,3,4.7,7.7,0.51,0,0,0,0,0
"400","FCR",50,"2020-10-28 11:51:00",6.2,1,22.5,1310,3,3,1080,5,8,3,0,0,4,4.9,8.9,1.13,0,0,0,0,0
"401","FCR",50,"2020-10-28 12:02:00",8,1,19.3,1360,3,3,1310,4,8,3,0,0,3.8,5.2,9,1.23,0,0,0,0,0
"402","FCR",50,"2020-10-28 12:16:00",9,1,22.5,1568,3,3,1350,3,7,3,3,0,1.6,7.3,8.9,1.3,0,0,0,0,0
"403","FCR",50,"2020-11-02 09:32:00",0.1,1,36,831,3,0,409,6,6,3,0,0,2.6,4.8,7.3,0.51,0,0,0,0,0
"404","FCR",50,"2020-11-02 09:43:00",1.6,1,39.5,822,3,0,418,6,5,3,0,0,0.1,7.4,7.5,0.56,0,0,3,0,0
"405","FCR",50,"2020-11-02 09:59:00",3.8,1,38.7,775,3,0,359,6,6,3,0,0,4.4,3.8,8.2,0.51,0,0,0,0,0
"406","FCR",50,"2020-11-02 10:10:00",5,1,36.3,649,3,0,337,8,7,3,0,0,2.6,4.8,7.4,0.34,0,0,0,0,0
"407","FCR",50,"2020-11-02 10:21:00",6.2,1,39,792,3,0,336,6,6,3,0,0,0.2,7.2,7.4,0.46,0,0,3,0,0
"408","FCR",50,"2020-11-02 10:36:00",8,1,39.3,789,3,0,248,8,5,3,0,0,0.2,7,7.3,0.41,0,0,3,0,0
"409","FCR",50,"2020-11-02 10:47:00",9,1,41.4,710,3,0,216,7,6,3,0,0,0,6.9,7,0.37,0,0,3,0,0
"410","FCR",100,"2020-11-02 13:10:00",0.1,1,33.5,148,3,3,13,12,6,3,3,0,0,5.1,4.6,0.1,0,0,43,0,0
"411","FCR",100.1,"2020-11-02 12:00:00",0.1,1,114,684,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"412","FCR",200,"2020-11-02 12:35:00",0.1,1,43.1,165,3,3,26,8,14,3,0,3,1,4.5,5.4,0.105,7,7,74,7,0
"413","FCR",50,"2020-11-09 10:41:00",0.1,1,34.5,487,3,0,44,10,6,3,3,0,2.6,4.3,6.9,0.26,0,0,0,0,0
"414","FCR",50,"2020-11-09 10:58:00",1.6,1,24.6,187.5,73,73,41,11,5,3,3,0,1.6,3.4,5.1,0.17,0,0,0,0,0
"415","FCR",50,"2020-11-09 11:10:00",3.8,1,35.7,561,3,0,117,9,4,3,0,3,2.9,3.5,6.4,0.29,0,0,0,0,0
"416","FCR",50,"2020-11-09 11:24:00",5,1,30.3,550,3,0,198,7,13,3,0,3,1.9,4.6,6.5,0.31,0,0,0,0,0
"417","FCR",50,"2020-11-09 11:35:00",6.2,1,33.6,590,3,0,198,6,5,3,0,0,2.5,3.2,5.7,0.28,0,0,0,0,0
"418","FCR",50,"2020-11-09 11:47:00",8,1,32.7,561,3,0,228,7,11,3,0,3,0.4,5.5,5.9,0.32,0,0,3,0,0
"419","FCR",50,"2020-11-09 12:00:00",9,1,35.4,648,3,0,215,16,4,73,73,73,2.8,4.9,7.6,0.42,0,0,0,0,0
"420","FCR",100,"2020-11-09 13:14:00",0.1,1,16.3,47,3,0,8,15,1,3,3,3,1.9,2.6,4.5,0.09,0,0,0,0,0
"421","FCR",100.1,"2020-11-09 12:00:00",0.1,1,57,295,0,3,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,1
"422","FCR",50,"2020-12-02 10:02:00",0.1,1,33.2,354,3,3,80,7,31,3,0,3,1.4,2.8,4.2,0.19,0,0,0,0,0
"423","FCR",50,"2020-12-02 10:11:00",1.6,1,30.8,389,3,3,58,8,22,3,0,3,1.1,4.3,5.3,0.19,0,0,0,0,0
"424","FCR",50,"2020-12-02 10:27:00",3.8,1,32.6,61.7,3,0,84,8,20,3,0,3,2.2,2.7,4.9,0.22,0,0,0,0,0
"425","FCR",50,"2020-12-02 10:35:00",5,1,32.2,370,3,3,62,9,21,3,0,3,0.7,4.4,5.1,0.19,0,0,3,0,0
"426","FCR",50,"2020-12-02 10:47:00",6.2,1,35.2,389,3,3,56,8,19,3,0,3,2.5,2.5,4.9,0.19,0,0,0,0,0
"427","FCR",50,"2020-12-02 10:58:00",8,1,35,393,3,3,60,10,19,3,0,3,2.9,2.7,5.6,0.22,0,0,0,0,0
"428","FCR",50,"2020-12-02 11:06:00",9,1,34.4,391,3,3,63,6,20,3,0,3,2.3,3.6,5.9,0.25,0,0,0,0,0
"429","FCR",100,"2020-12-02 13:31:00",0.1,1,17.8,189,3,3,16,9,41,3,0,0,1,2.3,3.3,0.12,0,0,0,0,0
"430","FCR",200,"2020-12-02 13:45:00",0.1,1,29.1,178,3,3,25,7,79,73,7,7,0.7,3.7,4.4,0.22,0,0,3,0,0
